"","Start_time","End_time","Finished","Screening","Condition","Intro","Consent","Reason_nc","Check_phd","Check_work_status","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Tenure","Feedback","Target"
"169","5/20/2014 15:14","5/20/2014 15:18","1","","Female","1","1","","1","1",6,6,5,6,6,6,6,6,6,5,5,6,6,6,6,6,5,3,"31","53","81","1","5","","Female Scientists"
"170","5/16/2014 0:25","5/20/2014 16:28","1","","Male","1","1","","1","1",6,4,3,5,5,6,6,5,5,5,6,5,6,3,4,5,6,2,"187","56","90","1","5","","Male Scientists"
"171","5/21/2014 0:24","5/21/2014 0:35","1","","Female","1","1","","1","1",4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,"168","49","78","1","4","","Female Scientists"
"201","5/22/2014 9:33","5/22/2014 9:40","1","","Female","1","1","","1","1",4,4,4,6,4,4,4,4,4,6,2,4,4,4,4,4,4,1,"163","56","84","2","4","","Female Scientists"
"204","5/22/2014 13:56","5/22/2014 13:59","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"122","62","94","2","5","","Male Scientists"
"212","5/25/2014 14:55","5/25/2014 15:01","1","","Female","1","1","","1","1",3,4,2,3,4,4,4,4,4,5,2,3,5,5,5,4,4,4,"80","62","91","1","4","","Female Scientists"
"213","5/26/2014 3:27","5/26/2014 3:40","1","","Female","1","1","","1","1",3,1,6,6,6,7,4,4,4,4,7,4,4,4,2,6,4,2,"36","66","94","2","4","","Female Scientists"
"235","5/28/2014 17:37","5/28/2014 17:41","1","","Male","1","1","","1","1",5,5,5,6,6,6,5,5,5,4,6,5,6,5,6,4,4,3,"187","48","82","1","4","","Male Scientists"
"238","6/7/2014 23:05","6/7/2014 23:09","1","","Female","1","1","","1","1",6,4,6,6,6,6,6,6,6,6,6,6,6,5,4,3,3,2,"187","56","88","2","5","","Female Scientists"
"239","6/11/2014 12:52","6/11/2014 12:56","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"61","57","86","1","4","","Male Scientists"
"240","6/11/2014 12:52","6/11/2014 13:00","1","","Male","1","1","","2","",6,6,5,6,6,6,4,6,5,5,6,6,5,3,4,4,4,5,"153","54","95","1","5","","Male Scientists"
"241","6/11/2014 12:55","6/11/2014 13:05","1","","Female","1","1","","1","1",2,5,2,5,3,6,5,3,6,7,7,4,6,3,5,6,5,2,"84","50","81","2","5","","Female Scientists"
"242","6/11/2014 13:05","6/11/2014 13:08","1","","Male","1","1","","1","1",3,2,3,2,3,3,3,3,2,2,2,1,4,2,2,2,2,2,"187","38","66","1","4","","Male Scientists"
"243","6/11/2014 13:01","6/11/2014 13:09","1","","Female","1","1","","1","1",2,5,4,3,6,5,6,4,5,6,2,4,4,2,2,2,2,2,"187","59","86","1","5","","Female Scientists"
"244","6/11/2014 13:09","6/11/2014 13:14","1","","Female","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,"61","67","92","2","4","","Female Scientists"
"245","6/11/2014 13:12","6/11/2014 13:16","1","","Female","1","1","","1","1",6,4,2,4,4,4,6,6,6,4,4,4,6,2,6,4,6,4,"185","54","85","1","4","","Female Scientists"
"246","6/11/2014 13:17","6/11/2014 13:20","1","","Female","1","1","","1","1",4,4,2,3,6,5,4,4,3,6,5,4,4,2,2,2,6,2,"122","46","73","1","4","","Female Scientists"
"248","6/11/2014 13:17","6/11/2014 13:21","1","","Male","1","1","","1","1",5,5,5,6,5,5,5,5,5,5,6,5,6,5,5,5,3,2,"76","60","88","1","4","","Male Scientists"
"249","6/11/2014 13:18","6/11/2014 13:22","1","","Female","1","1","","1","1",6,6,5,5,6,7,5,7,7,7,5,4,7,7,7,7,5,6,"185","50","71","1","4","","Female Scientists"
"250","6/11/2014 13:21","6/11/2014 13:23","1","","Male","1","1","","2","",2,5,2,5,5,6,6,3,3,3,3,6,6,5,6,3,5,2,"122","66","95","2","5","","Male Scientists"
"251","6/11/2014 13:20","6/11/2014 13:25","1","","Male","1","1","","1","1",4,3,3,3,2,4,5,4,6,2,1,1,6,4,3,3,2,2,"187","36","85","2","4","","Male Scientists"
"252","6/11/2014 13:24","6/11/2014 13:27","1","","Female","1","1","","1","1",5,3,2,3,3,3,4,5,5,4,4,4,3,4,3,3,4,3,"45","35","65","1","4","","Female Scientists"
"253","6/11/2014 13:24","6/11/2014 13:27","1","","Male","1","1","","1","1",7,6,5,6,7,6,6,6,7,6,6,6,7,7,7,5,2,2,"122","47","77","1","4","","Male Scientists"
"255","6/11/2014 13:19","6/11/2014 13:31","1","","Female","1","1","","1","1",3,3,5,4,2,2,3,2,5,3,3,3,3,5,6,3,2,1,"78","57","91","1","5","","Female Scientists"
"256","6/11/2014 13:27","6/11/2014 13:33","1","","Female","1","1","","1","1",6,6,4,6,2,6,6,2,6,4,6,4,6,4,4,2,6,2,"84","46","75","1","4","","Female Scientists"
"257","6/11/2014 13:34","6/11/2014 13:38","1","","Male","1","1","","2","",3,3,3,5,5,5,5,5,3,3,5,5,5,3,4,3,3,3,"24","54","95","1","4","","Male Scientists"
"258","6/11/2014 13:34","6/11/2014 13:38","1","","Male","1","1","","1","1",1,2,1,3,3,1,1,3,4,3,1,1,3,2,1,1,1,1,"163","38","38","1","4","","Male Scientists"
"259","6/11/2014 13:31","6/11/2014 13:41","1","","Female","1","1","","1","1",4,4,4,5,5,5,5,4,5,3,6,5,4,3,4,4,5,2,"187","44","79","2","4","","Female Scientists"
"260","6/11/2014 13:35","6/11/2014 13:44","1","","Female","1","1","","1","1",6,6,4,4,6,4,4,4,4,4,2,4,4,4,4,4,4,2,"7","40","70","1","4","","Female Scientists"
"262","6/11/2014 13:44","6/11/2014 13:48","1","","Male","1","1","","1","1",5,6,6,6,4,6,4,6,5,5,4,5,5,6,4,6,6,5,"168","62","91","1","5","","Male Scientists"
"263","6/11/2014 13:42","6/11/2014 13:48","1","","Male","1","1","","1","1",2,3,3,4,4,4,5,4,4,2,4,4,5,2,2,2,3,1,"78","41","69","1","4","","Male Scientists"
"264","6/11/2014 13:38","6/11/2014 13:51","1","","Female","1","1","","1","1",6,7,6,6,5,7,5,5,7,7,7,6,7,4,5,5,7,7,"84","61","94","2","4","","Female Scientists"
"265","6/11/2014 13:50","6/11/2014 13:58","1","","Female","1","1","","1","1",6,6,3,6,6,6,4,3,6,2,2,4,3,2,3,5,2,1,"84","51","86","1","4","","Female Scientists"
"266","6/11/2014 13:45","6/11/2014 13:58","1","","Male","1","1","","1","1",3,3,3,6,3,3,3,3,3,2,3,5,5,2,5,2,2,2,"36","64","90","2","5","","Male Scientists"
"267","6/11/2014 13:55","6/11/2014 13:59","1","","Male","1","1","","1","1",3,4,6,6,6,5,6,5,6,5,6,6,4,4,4,5,2,2,"61","33","70","1","4","","Male Scientists"
"268","6/11/2014 14:00","6/11/2014 14:05","1","","Female","1","1","","1","1",5,4,6,7,7,7,6,7,7,4,7,5,7,4,7,4,1,1,"169","42","73","2","4","","Female Scientists"
"269","6/11/2014 14:04","6/11/2014 14:08","1","","Female","1","1","","1","1",6,6,3,7,6,6,6,5,5,1,7,4,6,6,6,4,4,6,"17","60","88","1","5","","Female Scientists"
"270","6/11/2014 14:01","6/11/2014 14:08","1","","Male","1","1","","1","1",4,2,2,5,2,4,6,4,4,4,7,5,6,1,2,2,5,1,"36","51","86","1","4","","Male Scientists"
"271","6/11/2014 14:05","6/11/2014 14:13","1","","Female","1","1","","1","1",5,7,6,7,7,7,4,6,6,5,4,7,6,4,4,4,5,3,"187","39","67","1","5","","Female Scientists"
"272","6/11/2014 14:14","6/11/2014 14:17","1","","Female","1","1","","1","1",5,7,5,7,7,7,7,5,5,3,4,7,7,7,7,7,7,4,"187","58","85","1","4","","Female Scientists"
"273","6/11/2014 14:14","6/11/2014 14:20","1","","Female","1","1","","1","6",4,4,3,5,4,4,3,4,5,3,2,4,6,5,3,3,6,3,"36","43","73","1","5","","Female Scientists"
"274","6/11/2014 14:23","6/11/2014 14:30","1","","Male","1","1","","1","1",4,3,5,5,6,6,4,4,4,4,3,4,4,4,5,3,5,3,"84","64","93","2","4","","Male Scientists"
"275","6/11/2014 14:33","6/11/2014 14:36","1","","Female","1","1","","1","6",5,5,5,5,5,5,5,5,5,3,6,6,6,5,6,5,5,5,"187","39","67","1","5","","Female Scientists"
"276","6/11/2014 14:40","6/11/2014 14:45","1","","Female","1","1","","1","1",6,5,5,6,5,6,5,6,6,5,4,4,6,5,5,6,3,5,"187","51","78","2","5","","Female Scientists"
"277","6/11/2014 14:46","6/11/2014 14:49","1","","Female","1","1","","1","1",6,6,4,7,6,6,6,6,6,4,3,6,7,6,6,4,6,4,"187","37","67","1","4","","Female Scientists"
"280","6/11/2014 14:58","6/11/2014 15:04","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"24","51","80","1","4","","Male Scientists"
"281","6/11/2014 13:03","6/11/2014 15:08","1","","Male","1","1","","1","1",6,6,5,6,5,5,6,5,5,5,6,2,6,2,5,5,5,5,"179","55","89","2","4","","Male Scientists"
"284","6/11/2014 15:08","6/11/2014 15:12","1","","Male","1","1","","1","1",5,6,6,7,7,5,3,3,5,2,1,4,6,3,5,7,2,3,"187","59","92","1","5","","Male Scientists"
"285","6/11/2014 15:12","6/11/2014 15:17","1","","Male","1","1","","1","1",3,3,3,6,6,6,3,6,6,4,6,6,4,4,6,3,2,2,"37","56","85","2","4","","Male Scientists"
"286","6/11/2014 13:41","6/11/2014 15:25","1","","Female","1","1","","1","1",3,3,5,4,2,5,6,3,3,2,4,4,3,4,4,5,1,4,"67","67","93","1","5","","Female Scientists"
"288","6/11/2014 15:23","6/11/2014 15:28","1","","Female","1","1","","1","6",6,7,6,7,7,7,6,7,7,7,7,7,7,7,7,5,7,1,"185","57","85","2","5","","Female Scientists"
"289","6/11/2014 15:16","6/11/2014 15:33","1","","Female","1","1","","1","1",4,4,3,2,2,6,2,6,3,4,5,6,6,2,7,5,2,2,"45","35","69","1","4","","Female Scientists"
"290","6/11/2014 15:25","6/11/2014 15:33","1","","Female","1","1","","1","1",6,6,5,6,6,6,6,6,6,5,5,4,7,6,6,4,5,5,"24","25","66","1","4","","Female Scientists"
"291","6/11/2014 15:31","6/11/2014 15:35","1","","Male","1","1","","1","1",6,7,3,7,5,6,7,6,7,5,6,6,7,7,7,5,6,6,"163","32","57","1","4","","Male Scientists"
"292","6/11/2014 15:41","6/11/2014 15:46","1","","Female","1","1","","1","1",4,4,4,6,4,4,4,4,4,2,6,5,4,4,4,4,4,2,"187","53","81","2","4","","Female Scientists"
"293","6/11/2014 15:35","6/11/2014 15:49","1","","Female","1","1","","1","1",6,6,3,6,6,6,2,6,6,2,5,5,6,6,6,4,4,4,"65","39","66","1","4","","Female Scientists"
"294","6/11/2014 15:47","6/11/2014 15:53","1","","Male","1","1","","1","1",6,4,3,5,3,5,3,5,6,2,4,4,3,3,3,3,5,2,"158","55","86","1","4","","Male Scientists"
"295","6/11/2014 15:05","6/11/2014 15:58","1","","Female","1","1","","1","1",7,7,4,7,6,7,1,7,6,4,4,6,7,7,4,7,4,2,"67","54","80","1","4","","Female Scientists"
"296","6/11/2014 15:55","6/11/2014 15:58","1","","Female","1","1","","1","1",6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,2,"187","36","62","1","4","","Female Scientists"
"297","6/11/2014 16:01","6/11/2014 16:08","1","","Male","1","1","","1","1",6,5,5,5,6,5,6,6,6,6,4,5,5,5,6,5,2,4,"111","47","86","1","4","","Male Scientists"
"298","6/11/2014 16:15","6/11/2014 16:26","1","","Female","1","1","","1","1",2,6,2,5,2,4,4,1,2,5,1,4,6,6,6,6,4,4,"163","55","84","1","4","","Female Scientists"
"299","6/11/2014 16:22","6/11/2014 16:27","1","","Male","1","1","","1","1",4,3,2,5,3,5,4,5,5,4,6,2,3,3,2,2,2,2,"84","46","75","1","4","","Male Scientists"
"300","6/11/2014 16:20","6/11/2014 16:31","1","","Female","1","1","","1","1",6,6,3,6,6,1,2,6,3,3,5,7,7,6,7,7,7,1,"24","66","94","2","4","","Female Scientists"
"302","6/11/2014 16:36","6/11/2014 16:40","1","","Female","1","1","","1","1",6,6,4,6,6,6,6,6,7,3,3,4,6,7,7,4,3,1,"185","","73","1","4","","Female Scientists"
"303","6/11/2014 16:36","6/11/2014 16:41","1","","Male","1","1","","1","1",4,2,2,4,2,6,3,6,5,2,4,2,5,3,2,4,2,2,"187","39","74","1","4","","Male Scientists"
"304","6/11/2014 16:42","6/11/2014 16:46","1","","Female","1","1","","1","1",6,6,4,5,6,7,6,5,6,6,6,7,6,6,6,6,6,6,"84","59","88","1","4","","Female Scientists"
"305","6/11/2014 17:04","6/11/2014 17:10","1","","Male","1","1","","1","1",3,3,1,4,5,5,3,6,6,5,6,6,5,5,3,5,2,2,"76","52","89","1","4","","Male Scientists"
"306","6/11/2014 15:44","6/11/2014 17:18","1","","Male","1","1","","1","1",3,3,3,4,5,5,3,5,4,4,3,4,4,4,2,1,3,1,"138","58","84","1","4","","Male Scientists"
"307","6/11/2014 17:24","6/11/2014 17:30","1","","Female","1","1","","1","1",1,2,6,3,5,5,6,6,3,6,5,2,6,6,1,5,2,2,"192","60","93","1","4","","Female Scientists"
"309","6/11/2014 18:10","6/11/2014 18:13","1","","Female","1","1","","1","2",6,6,6,6,6,6,6,6,6,2,7,6,6,6,6,6,4,2,"187","31","61","2","4","","Female Scientists"
"312","6/11/2014 18:31","6/11/2014 18:34","1","","Male","1","1","","2","",2,3,2,6,5,6,5,5,5,5,6,3,6,3,5,3,3,1,"187","59","95","1","5","","Male Scientists"
"313","6/11/2014 18:35","6/11/2014 18:38","1","","Female","1","1","","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","Female Scientists"
"314","6/11/2014 18:37","6/11/2014 18:41","1","","Male","1","1","","1","1",3,5,2,5,5,5,5,6,5,2,2,5,5,2,5,4,3,3,"161","63","92","1","5","","Male Scientists"
"315","6/11/2014 18:46","6/11/2014 18:52","1","","Female","1","1","","1","1",6,6,6,6,6,6,6,6,6,6,6,5,7,6,6,6,3,5,"122","47","78","2","4","","Female Scientists"
"316","6/11/2014 19:23","6/11/2014 19:28","1","","Female","1","1","","1","1",6,6,4,6,6,6,4,6,6,6,6,4,6,6,6,6,5,4,"187","51","77","1","4","","Female Scientists"
"317","6/11/2014 19:20","6/11/2014 19:30","1","","Male","1","1","","1","2",4,5,5,5,6,6,4,3,3,6,6,5,5,4,5,5,3,2,"57","20","49","1","4","","Male Scientists"
"318","6/11/2014 19:50","6/11/2014 19:59","1","","Male","1","1","","1","1",6,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,"187","66","94","1","5","","Male Scientists"
"319","6/11/2014 20:10","6/11/2014 20:20","1","","Male","1","1","","1","1",5,3,2,7,4,4,5,5,6,3,4,5,4,4,6,2,6,5,"31","57","88","1","5","","Male Scientists"
"320","6/11/2014 21:03","6/11/2014 21:06","1","","Male","1","1","","1","1",4,4,4,4,1,4,2,4,4,1,1,1,4,4,2,4,2,2,"185","62","89","2","5","","Male Scientists"
"321","6/11/2014 21:12","6/11/2014 21:21","1","","Female","1","1","","1","1",NA,NA,NA,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,"187","54","84","1","4","","Female Scientists"
"324","6/11/2014 22:46","6/11/2014 22:51","1","","Female","1","1","","1","1",6,5,6,6,6,6,5,6,6,6,6,5,5,2,2,4,6,2,"76","63","93","1","4","","Female Scientists"
"326","6/11/2014 23:42","6/11/2014 23:45","1","","Female","1","1","","1","1",6,7,4,6,5,5,2,4,6,6,5,6,6,6,5,4,6,4,"24","62","93","1","5","","Female Scientists"
"327","6/11/2014 17:14","6/11/2014 23:58","1","","Male","1","1","","1","1",6,5,2,6,2,5,6,6,6,5,6,2,6,6,4,6,5,2,"187","60","90","1","5","","Male Scientists"
"328","6/12/2014 0:05","6/12/2014 0:15","1","","Male","1","1","","1","6",4,4,5,6,6,6,7,4,4,6,6,5,5,7,7,3,4,2,"86","55","93","1","5","","Male Scientists"
"329","6/12/2014 0:35","6/12/2014 0:38","1","","Female","1","1","","1","1",7,4,4,7,7,4,4,7,7,4,5,7,7,4,4,4,4,4,"187","58","86","1","4","","Female Scientists"
"330","6/12/2014 1:23","6/12/2014 1:27","1","","Female","1","1","","1","1",7,7,4,7,7,7,7,7,7,4,7,7,7,7,7,7,5,3,"31","44","78","2","4","","Female Scientists"
"331","6/12/2014 1:43","6/12/2014 1:53","1","","Male","1","1","","1","1",5,6,4,5,4,5,5,5,5,5,5,5,6,6,6,5,4,6,"187","37","70","1","4","","Male Scientists"
"332","6/12/2014 1:59","6/12/2014 2:08","1","","Male","1","1","","1","1",6,5,6,6,6,6,5,6,3,4,3,6,7,6,3,5,6,1,"36","63","92","1","4","","Male Scientists"
"333","6/12/2014 2:05","6/12/2014 2:10","1","","Male","1","1","","1","1",5,5,3,5,5,5,5,5,5,3,5,3,5,4,5,5,5,3,"187","51","84","1","4","","Male Scientists"
"334","6/12/2014 2:05","6/12/2014 2:11","1","","Female","1","1","","1","1",3,4,3,7,5,6,3,5,7,3,3,2,5,3,3,5,6,3,"111","34","78","2","4","","Female Scientists"
"335","6/12/2014 2:22","6/12/2014 2:30","1","","Male","1","1","","1","1",3,3,3,4,3,3,3,3,4,3,3,5,3,3,3,3,3,2,"78","43","73","1","4","","Male Scientists"
"336","6/12/2014 2:15","6/12/2014 2:42","1","","Female","1","1","","2","",6,2,4,6,4,6,4,6,5,4,6,4,5,2,6,2,6,5,"86","57","97","2","4","","Female Scientists"
"337","6/12/2014 2:46","6/12/2014 3:00","1","","Male","1","1","","1","1",6,7,6,6,6,6,6,6,4,2,2,5,7,7,7,6,6,5,"36","55","81","1","4","","Male Scientists"
"338","6/12/2014 2:58","6/12/2014 3:08","1","","Female","1","1","","1","1",3,4,4,4,2,4,3,4,4,4,3,4,5,2,4,2,5,2,"36","43","80","1","4","","Female Scientists"
"340","6/12/2014 6:52","6/12/2014 6:58","1","","Female","1","1","","1","1",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,1,"9","49","75","2","4","","Female Scientists"
"341","6/12/2014 8:11","6/12/2014 8:17","1","","Male","1","1","","1","1",3,5,5,4,6,5,3,4,5,5,6,4,6,2,6,7,2,2,"84","45","75","1","4","","Male Scientists"
"342","6/12/2014 8:26","6/12/2014 8:30","1","","Male","1","1","","2","",6,5,5,6,5,NA,5,5,5,2,5,5,6,5,6,3,5,3,"48","63","96","1","5","","Male Scientists"
"344","6/12/2014 8:49","6/12/2014 8:58","1","","Male","1","1","","1","1",6,3,6,4,4,5,6,4,6,6,6,1,4,4,4,6,6,4,"78","53","80","1","4","","Male Scientists"
"345","6/12/2014 8:56","6/12/2014 9:06","1","","Female","1","1","","1","1",6,2,6,5,6,5,6,6,6,6,5,5,5,5,5,5,5,6,"78","58","94","1","4","","Female Scientists"
"347","6/12/2014 9:13","6/12/2014 9:20","1","","Male","1","1","","1","1",5,5,6,5,4,6,5,4,5,5,5,5,5,2,2,3,5,2,"45","61","92","1","4","","Male Scientists"
"348","6/12/2014 9:07","6/12/2014 9:31","1","","Female","1","1","","1","1",4,5,6,4,6,5,3,5,5,5,6,4,5,6,6,5,5,2,"140","48","85","1","5","","Female Scientists"
"349","6/12/2014 11:54","6/12/2014 12:00","1","","Male","1","1","","1","1",2,4,4,4,4,3,4,3,3,2,2,4,3,3,2,2,2,1,"122","37","76","1","4","","Male Scientists"
"350","6/12/2014 12:07","6/12/2014 12:10","1","","Female","1","1","","1","1",7,7,4,7,7,7,7,7,7,5,3,4,7,7,7,7,4,2,"185","62","92","2","5","","Female Scientists"
"351","6/12/2014 13:08","6/12/2014 13:12","1","","Female","1","1","","1","1",4,4,4,4,4,4,4,4,4,3,4,4,6,4,4,4,4,4,"163","48","77","2","4","","Female Scientists"
"353","6/12/2014 13:38","6/12/2014 13:48","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"143","32","63","1","4","","Male Scientists"
"354","6/12/2014 14:33","6/12/2014 14:38","1","","Male","1","1","","1","1",6,5,6,5,5,6,6,6,6,5,2,6,5,3,3,3,5,4,"78","44","89","1","4","","Male Scientists"
"355","6/12/2014 16:04","6/12/2014 16:10","1","","Female","1","1","","1","1",2,3,3,6,5,5,2,4,2,6,3,5,5,3,2,3,2,2,"169","57","87","1","4","","Female Scientists"
"357","6/12/2014 19:47","6/12/2014 19:52","1","","Male","1","1","","1","1",3,4,5,4,4,5,4,4,5,2,3,2,4,5,4,4,4,1,"187","22","49","2","5","","Male Scientists"
"358","6/12/2014 21:30","6/12/2014 21:36","1","","Female","1","1","","1","1",6,6,4,7,7,6,6,6,6,6,2,4,6,6,6,6,5,4,"187","38","65","1","4","","Female Scientists"
"359","6/12/2014 22:07","6/12/2014 22:12","1","","Female","1","1","","1","1",2,4,3,5,3,5,3,4,3,4,6,3,3,2,4,5,4,2,"61","46","72","2","4","","Female Scientists"
"360","6/13/2014 1:20","6/13/2014 1:36","1","","Male","1","1","","1","1",5,3,6,4,4,5,4,5,5,5,5,4,4,4,5,5,6,1,"187","28","54","1","4","","Male Scientists"
"361","6/13/2014 4:12","6/13/2014 4:17","1","","Female","1","1","","1","1",2,2,2,4,6,4,2,6,1,2,6,3,5,2,2,2,4,2,"187","56","88","2","5","","Female Scientists"
"362","6/13/2014 6:33","6/13/2014 6:41","1","","Female","1","1","","1","1",6,4,4,5,6,4,5,4,6,2,6,5,6,6,4,3,3,3,"9","42","70","1","5","","Female Scientists"
"364","6/13/2014 11:16","6/13/2014 12:12","1","","Male","1","1","","1","1",5,5,6,4,5,6,5,5,3,4,4,4,4,2,5,4,3,2,"61","66","95","2","5","","Male Scientists"
"365","6/13/2014 13:26","6/13/2014 13:30","1","","Female","1","1","","1","1",6,6,6,6,6,6,6,6,6,4,5,4,6,6,6,6,6,3,"187","38","71","1","5","","Female Scientists"
"366","6/13/2014 13:28","6/13/2014 13:38","1","","Male","1","1","","1","1",4,3,6,5,3,5,6,5,3,5,6,5,4,5,4,5,2,3,"84","44","69","2","4","","Male Scientists"
"367","6/13/2014 13:38","6/13/2014 13:42","1","","Female","1","1","","1","1",6,5,3,6,4,6,6,6,4,4,2,5,4,4,4,4,5,2,"31","62","88","1","4","","Female Scientists"
"368","6/13/2014 16:47","6/13/2014 16:53","1","","Male","1","1","","1","1",5,4,4,3,5,5,2,5,6,4,2,6,4,4,4,4,1,2,"48","46","71","2","5","","Male Scientists"
"369","6/13/2014 17:22","6/13/2014 17:27","1","","Female","1","1","","1","1",5,4,4,6,5,6,5,5,5,6,6,5,6,6,6,6,4,2,"122","43","75","2","4","","Female Scientists"
"370","6/13/2014 19:52","6/13/2014 19:56","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,"187","55","91","1","5","","Male Scientists"
"371","6/13/2014 21:23","6/13/2014 21:31","1","","Male","1","1","","1","1",7,6,2,6,7,6,7,7,7,5,5,4,6,5,7,5,2,1,"187","39","71","1","4","","Male Scientists"
"373","6/11/2014 14:19","6/15/2014 19:00","1","","Female","1","1","","1","1",6,6,2,5,6,6,4,6,6,4,1,2,4,4,4,6,6,2,"163","43","79","2","4","","Female Scientists"
"374","6/16/2014 2:39","6/16/2014 2:44","1","","Male","1","1","","1","1",5,5,6,4,6,6,4,5,5,4,2,3,6,6,5,4,3,2,"9","66","95","2","5","","Male Scientists"
"375","6/16/2014 3:27","6/16/2014 3:33","1","","Female","1","1","","1","1",5,5,5,5,6,6,5,6,6,6,4,5,6,6,6,6,4,4,"187","59","94","2","5","","Female Scientists"
"376","6/16/2014 4:40","6/16/2014 4:45","1","","Female","1","1","","1","1",6,6,6,6,6,6,2,5,5,3,2,6,6,6,6,6,6,2,"9","26","59","1","4","","Female Scientists"
"377","6/16/2014 17:02","6/16/2014 17:05","1","","Male","1","1","","1","1",6,5,4,6,6,5,5,5,6,5,5,5,6,6,6,3,4,3,"187","41","68","2","4","","Male Scientists"
"379","6/16/2014 17:09","6/16/2014 17:11","1","","Female","1","1","","1","1",2,5,3,6,3,2,6,5,5,2,2,4,3,2,2,2,2,2,"65","62","91","2","5","","Female Scientists"
"381","6/16/2014 17:12","6/16/2014 17:15","1","","Male","1","1","","1","1",4,5,6,4,4,6,4,4,5,4,4,4,5,4,4,4,3,4,"163","57","85","1","4","","Male Scientists"
"382","6/16/2014 17:07","6/16/2014 17:16","1","","Male","1","1","","1","1",6,3,6,5,6,6,4,2,3,4,5,3,6,3,3,1,3,1,"128","48","85","2","4","","Male Scientists"
"383","6/16/2014 17:10","6/16/2014 17:23","1","","Male","1","1","","1","1",5,6,5,5,6,6,6,6,6,4,5,4,6,6,6,6,3,2,"61","46","75","1","4","","Male Scientists"
"385","6/16/2014 17:23","6/16/2014 17:27","1","","Male","1","1","","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","Male Scientists"
"386","6/16/2014 17:04","6/16/2014 17:28","1","","Female","1","1","","1","1",4,5,2,6,5,6,5,6,4,1,5,2,6,5,5,6,7,4,"185","62","88","2","5","","Female Scientists"
"387","6/16/2014 17:37","6/16/2014 17:43","1","","Female","1","1","","1","1",6,6,2,7,6,6,4,6,6,1,5,4,6,6,4,4,4,4,"187","43","72","1","4","","Female Scientists"
"388","6/16/2014 17:46","6/16/2014 17:49","1","","Male","1","1","","1","1",5,5,4,6,4,6,5,6,6,5,2,5,6,6,5,5,3,3,"187","58","86","2","5","","Male Scientists"
"389","6/16/2014 17:35","6/16/2014 17:56","1","","Female","1","1","","1","1",4,4,4,6,6,5,6,4,6,4,5,4,4,6,4,4,4,2,"187","60","92","1","5","","Female Scientists"
"391","6/16/2014 17:57","6/16/2014 18:07","1","","Male","1","1","","1","1",3,4,3,4,6,5,5,2,3,7,6,6,4,2,2,3,4,1,"84","66","91","1","5","","Male Scientists"
"392","6/16/2014 18:19","6/16/2014 18:23","1","","Female","1","1","","1","6",6,5,2,7,6,6,6,6,6,2,4,6,6,6,6,6,6,4,"187","58","89","2","5","","Female Scientists"
"394","6/16/2014 18:08","6/16/2014 18:27","1","","Male","1","1","","1","1",6,4,7,6,7,7,6,5,6,6,6,4,6,5,6,5,3,2,"187","33","69","1","4","","Male Scientists"
"395","6/16/2014 18:24","6/16/2014 18:29","1","","Female","1","1","","1","1",5,5,2,5,5,5,4,5,5,5,5,4,5,3,3,3,5,3,"187","58","87","1","4","","Female Scientists"
"396","6/16/2014 17:59","6/16/2014 18:29","1","","Female","1","1","","1","1",3,7,6,5,6,3,5,2,6,5,6,6,7,6,4,2,7,4,"168","35","66","1","4","","Female Scientists"
"397","6/16/2014 18:25","6/16/2014 18:32","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"53","49","82","2","4","","Male Scientists"
"398","6/16/2014 18:48","6/16/2014 18:54","1","","Male","1","1","","1","1",4,3,4,5,4,4,3,5,3,5,4,4,5,4,4,2,4,3,"31","51","78","1","4","","Male Scientists"
"399","6/16/2014 19:00","6/16/2014 19:06","1","","Female","1","1","","1","1",2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,"179","59","93","1","4","","Female Scientists"
